ingredients_combo,taste_balance,price_norm,health_score,carbon_norm
sugar + cocoa + fruit + wheat + nut + milk + whey + spice + milkfat + rice + bean + soya + hazelnut + peanut + butterfat + apple + coconut + grape + palm + onion + strawberry + cinnamon + garlic + cream + raspberry + cheese + sweetener + canola + raisin + paprika + tomato + vinegar + coating + pumpkin + cottonseed + peppermint + mango + pear + peach + parsley + quinoa + chia + sugarcane + cornmeal + blackberry + chickpea + clove + sultana + poppy + yogurt + millet + oregano + cassava + cardamom + wine + tea + mushroom + watermelon + thyme + shellfish + papaya + cake + stearate + broccoli + kiwi + olive + soda + tomatoe + cracker + chicken + shrimp + dill + kale + gooseberry + stearin + sage + fenugreek + tahini + ghee + lettuce + mayonnaise + courgette + caramel + bilberry + applesauce + peppercorn + gingerbread + flaxseed + soybean + boysenberry + groat + bacon + artichoke + honeycomb + waffle,0.46499257927372395,0.5116193077459175,4,0.47698058429512274
sugar + oil + cocoa + nut + egg + chocolate + whey + vanilla + almond + honey + corn + yeast + bean + soya + oat + grape + palm + strawberry + garlic + pepper + cream + sunflower + raspberry + cheese + canola + orange + lemon + blueberry + raisin + sesame + walnut + apricot + vinegar + cranberry + coating + flax + pumpkin + fig + banana + peppermint + peach + quinoa + lime + chia + sugarcane + cornmeal + blackberry + sauce + beef + chickpea + sultana + rosemary + poppyseed + coriander + yogurt + millet + spinach + oregano + cumin + pea + aniseed + celery + cassava + cardamom + melon + wine + biscuit + mushroom + watermelon + thyme + shellfish + cookie + grapefruit + cracker + shrimp + fennel + cider + dill + monostearate + potatoe + fenugreek + tahini + anise + starter + lettuce + flageolet + mayonnaise + courgette + bilberry + peppercorn + tallow + avocado + gingerbread + cacao + cauliflower + shallot + honeycomb + tortilla + tofu + palma + brownie + waffle,0.46722638601737315,0.5229524472053412,4,0.4816813825932319
oil + salt + flour + cocoa + fruit + wheat + butter + milk + chocolate + whey + spice + milkfat + honey + rice + corn + bean + soya + hazelnut + butterfat + potato + oat + apple + coconut + palm + onion + strawberry + garlic + cream + raspberry + cheese + orange + lemon + palmitate + blueberry + raisin + sesame + paprika + tomato + vinegar + turmeric + buttermilk + pumpkin + fig + yolk + banana + mango + plum + peach + liquorice + quinoa + lime + chia + coffee + sauce + beef + chickpea + sultana + pork + poppy + rosemary + elderberry + yogurt + pea + aniseed + celery + cassava + lentil + wine + biscuit + mushroom + thyme + cookie + papaya + cake + chokeberry + broccoli + allspice + chive + grapefruit + leaf + reggiano + oatmeal + tomatoe + cracker + chicken + lingonberry + gooseberry + stearin + fenugreek + berry + courgette + leek + caramel + bilberry + applesauce + peppercorn + tigernut + gingerbread + cacao + cauliflower + cashew + boysenberry + groat + palmfat + tortilla + tofu + brownie + champagne + waffle,0.4637562219627086,0.4892054034955295,4,0.47661740056007945
cocoa + butter + chocolate + spice + milkfat + almond + honey + seed + yeast + soya + butterfat + potato + oat + apple + cinnamon + herb + pepper + sunflower + cheese + orange + lemon + blueberry + sesame + walnut + paprika + tomato + cranberry + coating + flax + ginger + fig + cottonseed + banana + mango + pineapple + pear + peach + liquorice + quinoa + lime + sugarcane + blackberry + sultana + elderberry + poppyseed + cabbage + cumin + aniseed + passionfruit + mustard + biscuit + watermelon + thyme + shellfish + cookie + cake + stearate + broccoli + chive + grapefruit + leaf + olive + cracker + shrimp + fennel + cider + breadcrumb + chili + monostearate + stearin + fish + sage + fenugreek + tahini + anise + ghee + lettuce + leek + caramel + lard + tallow + flaxseed + cacao + epice + tortilla + palma + brownie + champagne + waffle,0.4606557286433829,0.5147987557681195,4,0.477432598451289
oil + salt + flour + egg + whey + spice + juice + milkfat + honey + soya + barley + hazelnut + butterfat + potato + apple + coconut + palm + onion + strawberry + cinnamon + herb + garlic + pepper + cream + cheese + canola + carrot + palmitate + blueberry + walnut + paprika + vinegar + coating + flax + pumpkin + yolk + pear + peach + parsley + quinoa + lime + sugarcane + cornmeal + blackberry + coffee + beef + sultana + pork + poppy + elderberry + poppyseed + millet + spinach + cabbage + celery + lentil + basil + shellfish + cookie + papaya + broccoli + allspice + reggiano + oatmeal + cracker + fennel + cider + breadcrumb + chili + crispie + gooseberry + sage + pastry + berry + tahini + starter + lettuce + flageolet + courgette + lard + applesauce + peppercorn + tigernut + flaxseed + cacao + cauliflower + soybean + cashew + shallot + boysenberry + breadstick + lay + bacon + palmfat + palma + brownie + waffle,0.4709837722159811,0.4994830342825396,4,0.4911858295760206
sugar + oil + cocoa + butter + egg + vanilla + spice + juice + honey + corn + yeast + soya + peanut + apple + coconut + palm + strawberry + cinnamon + herb + pepper + cream + raspberry + cheese + sweetener + canola + blueberry + sesame + walnut + paprika + vinegar + coating + ginger + buttermilk + fig + cottonseed + banana + parsley + liquorice + lime + chia + cornmeal + blackberry + coffee + clove + buckwheat + pork + elderberry + poppyseed + coriander + rye + oregano + cumin + pea + aniseed + mustard + cardamom + basil + biscuit + tea + mushroom + shellfish + chestnut + cookie + papaya + kiwi + leaf + reggiano + olive + tomatoe + cracker + chicken + shrimp + breadcrumb + crispie + kale + stearin + potatoe + sage + fenugreek + pastry + ghee + starter + flageolet + mayonnaise + courgette + leek + caramel + bilberry + lard + applesauce + tigernut + avocado + gingerbread + flaxseed + soybean + cashew + shallot + boysenberry + groat + lay + epice + artichoke + tofu + palma + champagne,0.4775946219936108,0.4991072976704795,4,0.47653965421666744
sugar + oil + flour + cocoa + butter + nut + egg + milk + chocolate + whey + vanilla + spice + milkfat + almond + rice + corn + yeast + bean + soya + barley + hazelnut + peanut + butterfat + oat + palm + strawberry + cinnamon + pepper + cream + sweetener + canola + blueberry + sesame + walnut + paprika + tomato + vinegar + flax + pumpkin + fig + yolk + cottonseed + banana + mango + pineapple + pear + parsley + liquorice + sugarcane + cornmeal + clove + buckwheat + pork + poppy + yogurt + millet + spinach + cabbage + oregano + cumin + aniseed + celery + lentil + cardamom + wine + basil + biscuit + mushroom + thyme + cake + stearate + allspice + kiwi + chive + leaf + reggiano + olive + oatmeal + shrimp + cider + breadcrumb + crispie + lingonberry + monostearate + gooseberry + potatoe + sage + fenugreek + pastry + tahini + anise + ghee + flageolet + leek + caramel + bilberry + tallow + tigernut + cacao + cauliflower + soybean + shallot + groat + lay + epice + bacon + artichoke + honeycomb + tortilla + tofu + palma + brownie,0.47028458556399094,0.4975088175941547,4,0.4747164730228689
sugar + cocoa + fruit + wheat + nut + spice + juice + milkfat + rice + soya + hazelnut + peanut + butterfat + apple + coconut + palm + cinnamon + garlic + pepper + cheese + canola + carrot + raisin + paprika + vinegar + turmeric + ginger + buttermilk + pumpkin + yolk + cottonseed + banana + peppermint + mango + liquorice + lime + chia + sugarcane + cornmeal + blackberry + coffee + sauce + chickpea + clove + pork + rosemary + yogurt + cassava + cardamom + basil + biscuit + tea + mushroom + thyme + shellfish + broccoli + allspice + kiwi + chive + leaf + oatmeal + soda + cracker + chicken + shrimp + fennel + cider + breadcrumb + crispie + dill + monostearate + kale + gooseberry + stearin + potatoe + sage + tahini + ghee + starter + lettuce + mayonnaise + courgette + bilberry + peppercorn + tigernut + gingerbread + soybean + boysenberry + groat + lay + honeycomb + palmfat + palma + champagne + waffle,0.46497462577414644,0.497613042832762,4,0.4699130668927228
salt + flour + fruit + wheat + chocolate + whey + juice + honey + seed + yeast + soya + barley + hazelnut + potato + oat + apple + onion + strawberry + cinnamon + herb + pepper + cheese + canola + orange + palmitate + blueberry + sesame + vinegar + coating + flax + pumpkin + fig + cottonseed + peppermint + mango + pineapple + peach + parsley + liquorice + lime + sugarcane + coffee + sauce + beef + sultana + elderberry + poppyseed + yogurt + rye + millet + spinach + cabbage + cumin + pea + aniseed + celery + cassava + cardamom + melon + wine + biscuit + mushroom + thyme + shellfish + chive + leaf + olive + chicken + shrimp + bread + cider + butteroil + breadcrumb + chili + crispie + dill + lingonberry + monostearate + kale + gooseberry + fish + sage + berry + caramel + bilberry + applesauce + tallow + tigernut + flaxseed + soybean + groat + lay + bacon + palmfat + tofu + brownie + champagne + waffle,0.46682430900577876,0.5195909027326808,4,0.4878947816417789
salt + cocoa + wheat + butter + milk + vanilla + spice + almond + rice + seed + yeast + soya + barley + hazelnut + potato + strawberry + cinnamon + herb + garlic + pepper + cream + raspberry + cheese + sweetener + carrot + palmitate + blueberry + raisin + sesame + paprika + tomato + vinegar + turmeric + coating + flax + ginger + fig + yolk + cottonseed + banana + mango + pineapple + pear + quinoa + chia + sugarcane + cornmeal + coffee + beef + chickpea + pork + poppy + rosemary + yogurt + oregano + cumin + pea + aniseed + lentil + mustard + cardamom + wine + tea + mushroom + watermelon + chestnut + cookie + papaya + stearate + broccoli + allspice + grapefruit + oatmeal + soda + tomatoe + chicken + shrimp + fennel + cider + butteroil + stearin + sage + fenugreek + pastry + anise + flageolet + mayonnaise + lard + applesauce + tallow + avocado + cacao + shallot + boysenberry + breadstick + artichoke + palmfat + tofu + brownie + champagne + waffle,0.47476645365655734,0.5038485600699021,4,0.4754470965008052
sugar + flour + cocoa + wheat + butter + nut + chocolate + seed + corn + barley + hazelnut + oat + grape + palm + cinnamon + herb + garlic + cream + raspberry + cheese + canola + orange + carrot + blueberry + sesame + apricot + cranberry + coating + buttermilk + peppermint + mango + pear + parsley + liquorice + quinoa + lime + chia + sugarcane + cornmeal + coffee + beef + chickpea + sultana + elderberry + poppyseed + coriander + pea + aniseed + celery + lentil + mustard + cardamom + basil + biscuit + mushroom + chestnut + cake + chokeberry + stearate + kiwi + grapefruit + reggiano + olive + tomatoe + chicken + bread + breadcrumb + lingonberry + monostearate + kale + stearin + potatoe + vegetale + pastry + berry + tahini + anise + lettuce + flageolet + courgette + applesauce + peppercorn + tigernut + avocado + gingerbread + flaxseed + cacao + cashew + artichoke + palmfat + palma + brownie + champagne,0.46863170248589514,0.4890161768803087,4,0.4754914020384687
sugar + salt + butter + nut + egg + juice + milkfat + almond + seed + corn + yeast + bean + soya + hazelnut + peanut + apple + coconut + grape + palm + strawberry + cinnamon + herb + garlic + cream + raspberry + canola + carrot + lemon + palmitate + blueberry + sesame + tomato + vinegar + cranberry + turmeric + flax + buttermilk + fig + yolk + cottonseed + banana + mango + plum + pear + parsley + liquorice + quinoa + lime + chia + blackberry + coffee + beef + sultana + poppy + rosemary + poppyseed + millet + oregano + aniseed + celery + cassava + lentil + mustard + cardamom + basil + tea + mushroom + papaya + cake + stearate + broccoli + allspice + kiwi + grapefruit + soda + tomatoe + chicken + fennel + breadcrumb + crispie + dill + monostearate + kale + stearin + vegetale + fish + sage + pastry + berry + tahini + anise + starter + lettuce + courgette + leek + bilberry + tigernut + avocado + gingerbread + flaxseed + cauliflower + soybean + boysenberry + lay + artichoke + palmfat + palma + brownie,0.4681753513161461,0.5081717889027689,4,0.47549351676096313
oil + flour + cocoa + wheat + nut + chocolate + honey + seed + yeast + bean + soya + hazelnut + potato + coconut + grape + cinnamon + herb + garlic + pepper + cream + sunflower + raspberry + orange + walnut + apricot + tomato + coating + flax + ginger + buttermilk + pumpkin + fig + yolk + banana + peppermint + plum + pineapple + peach + parsley + liquorice + quinoa + lime + sugarcane + cornmeal + coffee + sauce + beef + chickpea + buckwheat + sultana + pork + poppyseed + yogurt + oregano + passionfruit + cassava + biscuit + mushroom + cake + stearate + allspice + olive + oatmeal + tomatoe + shrimp + fennel + bread + crispie + dill + monostearate + kale + potatoe + vegetale + sage + tahini + ghee + leek + bilberry + lard + tallow + flaxseed + soybean + cashew + boysenberry + breadstick + epice + bacon + artichoke + honeycomb + palmfat + tortilla + palma + brownie,0.46315863354558606,0.4814238927098271,4,0.4527831532455067
sugar + salt + fruit + wheat + butter + egg + chocolate + vanilla + spice + juice + milkfat + honey + seed + bean + barley + hazelnut + peanut + butterfat + potato + apple + coconut + palm + onion + strawberry + garlic + pepper + cream + sunflower + raspberry + cheese + canola + lemon + palmitate + blueberry + apricot + turmeric + ginger + buttermilk + pumpkin + fig + yolk + cottonseed + plum + pear + peach + quinoa + chia + cornmeal + blackberry + coffee + buckwheat + pork + poppy + rosemary + elderberry + poppyseed + millet + aniseed + celery + passionfruit + mustard + basil + biscuit + tea + mushroom + thyme + shellfish + cookie + papaya + broccoli + allspice + kiwi + reggiano + oatmeal + fennel + bread + breadcrumb + crispie + dill + stearin + potatoe + fish + sage + pastry + berry + tahini + anise + starter + lettuce + flageolet + courgette + caramel + lard + applesauce + gingerbread + cacao + soybean + boysenberry + breadstick + lay + bacon + artichoke + honeycomb + palmfat + palma + brownie,0.46454915105555505,0.4776997837424378,4,0.4728696235493412
oil + salt + flour + cocoa + milk + chocolate + whey + vanilla + spice + honey + corn + yeast + bean + barley + butterfat + potato + oat + apple + coconut + palm + onion + strawberry + cinnamon + herb + garlic + sunflower + raspberry + cheese + sweetener + orange + palmitate + blueberry + raisin + apricot + tomato + vinegar + coating + flax + buttermilk + pumpkin + fig + peppermint + pineapple + pear + sugarcane + blackberry + coffee + sultana + coriander + yogurt + cabbage + oregano + cumin + pea + celery + lentil + mustard + basil + biscuit + tea + mushroom + watermelon + shellfish + chestnut + cookie + cake + chokeberry + broccoli + kiwi + reggiano + tomatoe + cracker + chicken + shrimp + cider + breadcrumb + crispie + dill + lingonberry + gooseberry + stearin + potatoe + sage + fenugreek + tahini + anise + ghee + flageolet + courgette + leek + bilberry + tallow + tigernut + avocado + gingerbread + flaxseed + cacao + cashew + shallot + boysenberry + groat + breadstick + lay + honeycomb + tortilla + champagne,0.4692184348125875,0.4979507334272625,4,0.4718146332810527
oil + salt + cocoa + fruit + milk + whey + vanilla + juice + rice + yeast + bean + hazelnut + peanut + butterfat + potato + oat + apple + coconut + grape + onion + cinnamon + herb + garlic + pepper + raspberry + canola + carrot + palmitate + raisin + paprika + vinegar + turmeric + coating + ginger + pumpkin + yolk + mango + pear + peach + quinoa + chia + sugarcane + cornmeal + blackberry + sauce + beef + chickpea + clove + sultana + poppy + rosemary + millet + oregano + pea + celery + cassava + mustard + cardamom + basil + mushroom + watermelon + thyme + shellfish + papaya + cake + broccoli + allspice + kiwi + leaf + olive + oatmeal + soda + cracker + chicken + shrimp + fennel + bread + kale + gooseberry + stearin + sage + fenugreek + tahini + lettuce + mayonnaise + courgette + bilberry + peppercorn + tigernut + gingerbread + soybean + cashew + boysenberry + epice + honeycomb + palmfat + waffle,0.46657060209463497,0.5216291526075001,4,0.4791549473045243
sugar + flour + wheat + nut + milk + chocolate + whey + milkfat + yeast + bean + soya + peanut + butterfat + potato + oat + coconut + palm + onion + herb + garlic + pepper + cream + raspberry + cheese + sweetener + orange + carrot + lemon + blueberry + raisin + paprika + vinegar + cranberry + flax + ginger + buttermilk + pumpkin + fig + cottonseed + pineapple + pear + peach + parsley + quinoa + chia + blackberry + coffee + sauce + beef + buckwheat + sultana + pork + rosemary + elderberry + coriander + yogurt + rye + spinach + oregano + cumin + pea + aniseed + passionfruit + cassava + lentil + mustard + biscuit + tea + watermelon + thyme + shellfish + chestnut + cookie + stearate + kiwi + chive + grapefruit + leaf + reggiano + soda + chicken + shrimp + butteroil + breadcrumb + crispie + dill + lingonberry + sage + fenugreek + pastry + tahini + starter + mayonnaise + bilberry + lard + applesauce + tigernut + gingerbread + cauliflower + lay + artichoke + honeycomb + tortilla + palma + brownie,0.4668201247365781,0.5075670115350825,4,0.48786851965291184
sugar + oil + cocoa + fruit + wheat + butter + egg + whey + vanilla + milkfat + honey + rice + yeast + bean + barley + hazelnut + oat + coconut + palm + strawberry + garlic + cream + raspberry + cheese + canola + blueberry + apricot + paprika + vinegar + cranberry + coating + fig + banana + peppermint + mango + plum + peach + liquorice + lime + chia + cornmeal + sauce + beef + chickpea + buckwheat + sultana + pork + elderberry + poppyseed + coriander + yogurt + spinach + oregano + cumin + aniseed + celery + cardamom + melon + wine + basil + biscuit + mushroom + thyme + cookie + chokeberry + kiwi + chive + grapefruit + reggiano + shrimp + cider + breadcrumb + crispie + potatoe + fish + sage + berry + tahini + lettuce + flageolet + mayonnaise + courgette + applesauce + peppercorn + tigernut + gingerbread + cacao + shallot + boysenberry + artichoke + honeycomb + palmfat + palma + brownie + champagne + waffle,0.4611630989373435,0.4870404874974507,4,0.4736888384699882
sugar + salt + cocoa + wheat + egg + milk + chocolate + whey + vanilla + spice + juice + milkfat + honey + seed + bean + barley + butterfat + potato + apple + coconut + grape + palm + onion + strawberry + cinnamon + herb + garlic + pepper + raspberry + cheese + sweetener + canola + orange + lemon + palmitate + blueberry + sesame + apricot + turmeric + flax + ginger + buttermilk + fig + cottonseed + peppermint + plum + pear + quinoa + lime + chia + cornmeal + coffee + pork + poppy + rosemary + poppyseed + oregano + aniseed + celery + passionfruit + cassava + lentil + melon + basil + biscuit + mushroom + thyme + cookie + papaya + cake + broccoli + allspice + grapefruit + leaf + reggiano + tomatoe + bread + butteroil + breadcrumb + crispie + dill + stearin + potatoe + vegetale + fish + sage + pastry + berry + tahini + ghee + lettuce + flageolet + courgette + leek + bilberry + lard + applesauce + gingerbread + cauliflower + soybean + boysenberry + lay + epice + artichoke + palmfat + tofu + palma + brownie,0.46846291383610167,0.48302649014162174,4,0.468121175298159
oil + salt + flour + fruit + nut + egg + chocolate + juice + almond + honey + seed + corn + yeast + bean + soya + hazelnut + butterfat + potato + apple + coconut + strawberry + garlic + pepper + cheese + sweetener + canola + orange + lemon + raisin + walnut + paprika + tomato + cranberry + coating + flax + ginger + buttermilk + fig + cottonseed + mango + liquorice + quinoa + lime + chia + sugarcane + cornmeal + coffee + sauce + beef + chickpea + buckwheat + sultana + pork + poppy + elderberry + poppyseed + coriander + rye + spinach + oregano + cumin + pea + lentil + mustard + melon + wine + basil + watermelon + thyme + chestnut + cake + chokeberry + stearate + allspice + kiwi + chive + leaf + soda + tomatoe + chicken + fennel + bread + cider + butteroil + breadcrumb + chili + crispie + lingonberry + monostearate + kale + vegetale + berry + tahini + anise + ghee + starter + lettuce + courgette + caramel + bilberry + applesauce + peppercorn + tallow + avocado + cacao + cashew + shallot + epice + bacon + artichoke + palmfat + palma + brownie + waffle,0.4667362714590985,0.5048886926146593,4,0.47614554188902247
